,verse,sentiment
Judges 5:18,people zebulun risk life naphtali terraced field,-0.2732
Judges 5:19,king come fight king canaan fight taanach water megiddo take plunder silver,-0.6369
Judges 5:20,heaven star fight course fight sisera,-0.2263
Judges 5:21,river kishon sweep away age old river river kishon march soul strong,0.5106
Judges 5:22,thunder horse hoof gallop gallop mighty steed,0.0
Judges 5:23,curse meroz say angel lord curse people bitterly come help lord help lord mighty,-0.6808
Judges 5:24,blessed woman jael wife heber kenite bless tent dwell woman,0.802
Judges 5:25,ask water give milk bowl fit noble bring curdled milk,0.6705
Judges 5:26,hand reach tent peg right hand workman hammer strike sisera crush head shatter pierce temple,0.6597
Judges 5:27,foot sink fall lie foot sink fall sink fall dead,-0.6486
Judges 5:28,window peer sisera mother lattice cry chariot long come clatter chariot delay,-0.6597
Judges 5:29,wise lady answer keep say,0.4767
Judges 5:30,find divide spoil woman man colorful garment plunder sisera colorful garment embroider highly embroidered garment neck plunder,0.0
Judges 5:31,enemy perish lord love like sun rise strength land peace year,0.872
Judges 6:1,israelites evil eye lord seven year give hand midianite,-0.296
Judges 6:2,power midian oppressive israelites prepare shelter mountain cleft cave stronghold,-0.296
Judges 6:3,israelites plant crop midianites amalekites eastern people invade country,0.0
Judges 6:4,camp land ruin crop way gaza spare living thing israel sheep cattle donkey,-0.5859
Judges 6:5,come livestock tent like swarm locust impossible count camel invade land ravage,0.3612
Judges 6:6,midian impoverish israelites cry lord help,-0.1027
Judges 6:7,israelites cry lord midian,-0.4767
Judges 6:8,send prophet say lord god israel say bring egypt land slavery,-0.5719
Judges 6:9,rescue hand egyptians deliver hand oppressor drive give land,0.8658
Judges 6:10,say lord god worship god amorites land live listen,0.6597
Judges 6:11,angel lord come sit oak ophrah belong joash abiezrite son gideon thresh wheat winepress midianite,0.0
Judges 6:12,angel lord appear gideon say lord mighty warrior,0.0
Judges 6:13,pardon lord gideon reply lord happen wonder ancestor tell say lord bring egypt lord abandon give hand midian,0.3818
Judges 6:14,lord turn say strength save israel midian hand send,0.8625
Judges 6:15,pardon lord gideon reply save israel clan weak manasseh family,0.3818
Judges 6:16,lord answer strike midianite leave alive,0.2263
Judges 6:17,gideon reply find favor eye sign talk,0.4019
Judges 6:18,away come bring offering set lord say wait return,0.0
Judges 6:19,gideon go inside prepare young goat ephaha flour bread yeast put meat basket broth pot bring offer oak,0.0
Judges 6:20,angel god say meat unleavened bread place rock pour broth gideon,0.2732
Judges 6:21,angel lord touch meat unleavened bread tip staff hand fire flare rock consume meat bread angel lord disappear,-0.0258
Judges 6:22,gideon realize angel lord exclaim alas sovereign lord see angel lord face face,-0.2732
Judges 6:23,lord say peace afraid go die,-0.1027
Judges 6:24,gideon build altar lord call lord peace day stand ophrah abiezrites,0.5423
Judges 6:25,night lord say second bull father herd seven year tear father altar baal cut asherah polec,-0.2732
Judges 6:26,build proper kind ofd altar lord god height wood asherah pole cut offer seconde bull burn offering,0.5267
Judges 6:27,gideon take servant lord tell afraid family townspeople night daytime,0.0
Judges 6:28,morning people town get baal altar demolish asherah pole cut second bull sacrifice newly build altar,-0.2732
Judges 6:29,ask carefully investigate tell gideon son joash,0.128
Judges 6:30,people town demand joash bring son die break baal altar cut asherah pole,-0.7579
Judges 6:31,joash reply hostile crowd go plead baal cause try save fight shall death morning baal god defend break altar,-0.5859
Judges 6:32,gideon break baal altar give jerub baalf day say let baal contend,0.0516
Judges 6:33,midianites amalekites eastern people join force cross jordan camp valley jezreel,0.296
Judges 6:34,spirit lord come gideon blow trumpet summon abiezrite follow,0.1779
Judges 6:35,send messenger manasseh call arm asher zebulun naphtali go meet,0.0
Judges 6:36,gideon say god save israel hand promise,0.8689
Judges 6:37,look place wool fleece threshing floor dew fleece ground dry know save israel hand say,0.7506
Judges 6:38,happen gideon rise early day squeeze fleece wring dew bowlful water,0.0
Judges 6:39,gideon say god angry let request allow test fleece time fleece dry let ground cover dew,-0.0772
Judges 6:40,night god fleece dry ground cover dew,0.2732
Judges 7:1,early morning jerub baal gideon man camp spring harod camp midian north valley near hill moreh,0.0
Judges 7:2,lord say gideon man deliver midian hand israel boast strength save,0.8625
Judges 7:3,announce army tremble fear turn leave mount gilead thousand man leave thousand remain,-0.6908
Judges 7:4,lord say gideon man water thin shall shall shall shall,0.0
Judges 7:5,gideon take man water lord tell separate lap water tongue dog lap kneel drink,0.0
Judges 7:6,drink cupped hand lap like dog rest get knee drink,0.6908
Judges 7:7,lord say gideon man lap save midianite hand let home,0.7506
Judges 7:8,gideon send rest israelites home keep take provision trumpet camp midian lie valley,0.0
Judges 7:9,night lord say gideon camp go hand,0.4939
Judges 7:10,afraid attack camp servant purah,-0.4767
Judges 7:11,listen say afterward encourage attack camp purah servant go outpost camp,0.0516
Judges 7:12,midianites amalekites eastern people settle valley thick locust camel count sand seashore,0.0
Judges 7:13,gideon arrive man tell friend dream dream say round loaf barley bread come tumble midianite camp strike tent force tent overturn collapse,0.3612
Judges 7:14,friend respond sword gideon son joash israelite god give midianite camp hand,0.8176
Judges 7:15,gideon hear dream interpretation bow worship return camp israel call lord give midianite camp hand,0.7506
Judges 7:16,divide man company place trumpet jar hand torch inside,0.4939
Judges 7:17,watch tell follow lead edge camp exactly,0.0
Judges 7:18,blow trumpet camp blow shout lord gideon,0.0
Judges 7:19,gideon man reach edge camp beginning middle watch change guard blow trumpet break jar hand,0.5106
Judges 7:20,company blow trumpet smash jar grasp torch left hand hold right hand trumpet blow shout sword lord gideon,0.7506
Judges 7:21,man hold position camp midianites run cry flee,-0.4767
Judges 7:22,trumpet sound lord cause man camp turn sword army flee beth shittah zererah far border abel meholah near tabbath,0.0258
Judges 7:23,israelites naphtali asher manasseh call pursue midianite,0.0
Judges 7:24,gideon send messenger hill country ephraim say come midianite seize water jordan ahead far beth barah man ephraim call seize water jordan far beth barah,0.0
Judges 7:25,capture midianite leader oreb zeeb kill oreb rock oreb zeeb winepress zeeb pursue midianite bring head oreb zeeb gideon jordan,-0.6908
Judges 8:1,ephraimites ask gideon treat like go fight midian challenge vigorously,0.5267
Judges 8:2,answer accomplish compare gleaning ephraim grape well grape harvest abiezer,0.5994
Judges 8:3,god give oreb zeeb midianite leader hand able compare resentment subside,0.34
Judges 8:4,gideon man exhaust keep pursuit come jordan cross,-0.296
Judges 8:5,say man sukkoth troop bread wear pursue zebah zalmunna king midian,0.0
Judges 8:6,official sukkoth say hand zebah zalmunna possession bread troop,0.4939
Judges 8:7,gideon reply lord give zebah zalmunna hand tear flesh desert thorn brier,0.4939
Judges 8:8,go peniela request answer man sukkoth,0.0
Judges 8:9,say man peniel return triumph tear tower,0.4767
Judges 8:10,zebah zalmunna karkor force thousand man leave army eastern people thousand swordsman fall,-0.0516
Judges 8:11,gideon go route nomad east nobah jogbehah attack unsuspecting army,-0.4767
Judges 8:12,zebah zalmunna king midian flee pursue capture route entire army,0.0
Judges 8:13,gideon son joash return battle pass here,-0.3818
Judges 8:14,catch young man sukkoth question young man write name seventy seven official sukkoth elder town,0.0
Judges 8:15,gideon come say man sukkoth zebah zalmunna taunt say hand zebah zalmunna possession bread exhausted man,0.1779
Judges 8:16,take elder town teach man sukkoth lesson punish desert thorn brier,-0.5267
Judges 8:17,pull tower peniel kill man town,-0.6908
Judges 8:18,ask zebah zalmunna kind man kill tabor man like answer bearing prince,0.0516
Judges 8:19,gideon reply brother son mother surely lord live spare life kill,-0.4215
Judges 8:20,turn jether old son say kill jether draw sword boy afraid,-0.6908
Judges 8:21,zebah zalmunna say come man strength gideon step forward kill take ornament camel neck,-0.3612
Judges 8:22,israelites say gideon rule son grandson save hand midian,0.7506
Judges 8:23,gideon tell rule son rule lord rule,0.0
Judges 8:24,say request earring share plunder custom ishmaelite wear gold earring,0.296
Judges 8:25,answer glad spread garment throw ring plunder,0.4588
Judges 8:26,weight gold ring ask come seventeen shekel b count ornament pendant purple garment wear king midian chain camel neck,0.0
Judges 8:27,gideon gold ephod place ophrah town israel prostitute worship snare gideon family,0.296
Judges 8:28,midian subdue israelites raise head gideon lifetime land peace year,0.5423
Judges 8:29,jerub baal son joash go home live,0.0
Judges 8:30,seventy son wife,0.0
Judges 8:31,concubine live shechem bear son name abimelek,0.0
Judges 8:32,gideon son joash die good old age bury tomb father joash ophrah abiezrites,-0.25
Judges 8:33,soon gideon die israelites prostitute baal set baal berith god,-0.4215
Judges 8:34,remember lord god rescue hand enemy,0.6249
Judges 8:35,fail loyalty family jerub baal gideon spite good thing,-0.128
Judges 9:1,abimelek son jerub baal go mother brother shechem say mother clan,0.0
Judges 9:2,ask citizen shechem well seventy jerub baal son rule man remember flesh blood,0.2732
Judges 9:3,brother repeat citizen shechem incline follow abimelek say relate,0.0
Judges 9:4,give seventy shekelsa silver temple baal berith abimelek hire reckless scoundrel follower,-0.4019
Judges 9:5,go father home ophrah stone murder seventy brother son jerub baal jotham young son jerub baal escape hide,-0.6908
Judges 9:6,citizen shechem beth millo gather great tree pillar shechem crown abimelek king,0.6249
Judges 9:7,jotham tell climb mount gerizim shout listen citizen shechem god listen,0.2732
Judges 9:8,day tree go anoint king say olive tree king,0.0
Judges 9:9,olive tree answer oil god human honor hold sway tree,0.6486
Judges 9:10,tree say fig tree come king,0.0
Judges 9:11,fig tree reply fruit good sweet hold sway tree,0.7096
Judges 9:12,tree say vine come king,0.0
Judges 9:13,vine answer wine cheer god human hold sway tree,0.6597
Judges 9:14,finally tree say thornbush come king,0.0
Judges 9:15,thornbush say tree want anoint king come refuge shade let fire come thornbush consume cedar lebanon,-0.2732
Judges 9:16,act honorably good faith make abimelek king fair jerub baal family treat deserve,0.9201
Judges 9:17,remember father fight risk life rescue hand midian,0.4215
Judges 9:18,today revolt father family murder seventy son single stone abimelek son female slave king citizen shechem relate,-0.6908
Judges 9:19,act honorably good faith jerub baal family today abimelek joy,0.9169
Judges 9:20,let fire come abimelek consume citizen shechem beth millo let fire come citizen shechem beth millo consume abimelek,-0.5859
Judges 9:21,jotham flee escape beer live afraid brother abimelek,0.1779
Judges 9:22,abimelek govern israel year,0.0
Judges 9:23,god stir animosity abimelek citizen shechem act treacherously abimelek,-0.2023
Judges 9:24,god order crime jerub baal seventy son shedding blood avenge brother abimelek citizen shechem help murder brother,-0.6597
Judges 9:25,opposition citizen shechem set man hilltop ambush rob pass report abimelek,-0.5574
Judges 9:26,gaal son ebed move clan shechem citizen confidence,0.5106
Judges 9:27,go field gather grape tread hold festival temple god eat drink curse abimelek,0.2023
Judges 9:28,gaal son ebed say abimelek shechemite subject jerub baal son zebul deputy serve family hamor shechem father serve abimelek,0.0
Judges 9:29,people command rid abimelek army b,0.0
Judges 9:30,zebul governor city hear gaal son ebed say angry,-0.5106
Judges 9:31,cover send messenger abimelek say gaal son ebed clan come shechem stir city,0.0
Judges 9:32,night man come lie wait field,0.0
Judges 9:33,morning sunrise advance city gaal man come seize opportunity attack,-0.0772
Judges 9:34,abimelek troop set night take conceal position near shechem company,0.0
Judges 9:35,gaal son ebed go stand entrance city gate abimelek troop come hiding place,-0.296
Judges 9:36,gaal see say zebul look people come top mountain zebul reply mistake shadow mountain man,-0.1531
